"","id","standard","standard_num","child_age_centered","child_sex","child_religion","question_type","response","why"
"536","Z05A09","5",2,0.353297053009268,"male","muslim","ancestors",3,"because it was not possible to learn the older language"
"537","Z05B04","5",2,-0.646702946990732,"male","hindu","ancestors",5,""
"538","Z05B50","5",2,-0.846702946990732,"female","muslim","ancestors",4,""
"539","Z05A04","5",2,-0.646702946990732,"male","hindu","ancestors",4,"because it will like at family to speak this language"
"540","Z05A43","5",2,-0.646702946990732,"female","hindu","ancestors",5,"because our older people speak it"
"541","Z05A05","5",2,-0.646702946990732,"male","hindu","indian",5,"because the indian person will know the language very properly"
"542","Z05A13","5",2,0.353297053009268,"male","hindu","indian",5,"because it's easier to speak own's old language"
"543","Z05A42","5",2,-0.646702946990732,"female","other","indian",5,""
"544","Z05A47","5",2,-0.646702946990732,"female","hindu","indian",5,"because the person is from india and knows the language very perfectly"
"545","Z05A52","5",2,-0.646702946990732,"female","hindu","indian",5,"because she was not living in india but she belongs to india"
"546","Z05B44","5",2,0.353297053009268,"female","muslim","indian",4,""
"547","Z05B48","5",2,-0.646702946990732,"female","hindu","indian",2,""
"548","Z05A10","5",2,-0.646702946990732,"male","muslim","indian",2,"because it will be not be able to India's languages"
"549","Z05A19","5",2,0.353297053009268,"male","muslim","indian",5,"because this is english language is very easy"
"550","Z05A19","5",2,0.353297053009268,"male","muslim","indian",NA,""
"551","Z05A48","5",2,0.353297053009268,"female","muslim","indian",5,"because he is from India so he can speak Indian languages"
"552","Z05A49","5",2,-0.746702946990732,"female","hindu","indian",2,"because he have time to learn, he might learn or not learn"
"553","Z05B16","5",2,0.353297053009268,"male","muslim","indian",5,""
"554","Z05B47","5",2,-0.646702946990732,"female","hindu","indian",4,""
"555","Z05A51","5",2,0.353297053009268,"female","hindu","indian",4,""
"556","Z05A09","5",2,0.353297053009268,"male","muslim","indian",3,"because it can be not learn language and now learn language it was neither agree nor disagree"
"557","Z05B04","5",2,-0.646702946990732,"male","hindu","indian",4,""
"558","Z05B50","5",2,-0.846702946990732,"female","muslim","indian",3,""
"559","Z05A04","5",2,-0.646702946990732,"male","hindu","indian",5,"because the humans can apply in india this language to speak with others"
"560","Z05A43","5",2,-0.646702946990732,"female","hindu","indian",5,"he is indian and his parents might be speaking"
"561","Z05A05","5",2,-0.646702946990732,"male","hindu","french",1,"because we cannot french properly"
"562","Z05A13","5",2,0.353297053009268,"male","hindu","french",3,"because it is first time to speak french"
"563","Z05A42","5",2,-0.646702946990732,"female","other","french",3,""
"564","Z05A47","5",2,-0.646702946990732,"female","hindu","french",1,"because they could speak somewhat french"
"565","Z05A52","5",2,-0.646702946990732,"female","hindu","french",3,"because our grandpa was not talking french and her grandpa was talking with french"
"566","Z05B44","5",2,0.353297053009268,"female","muslim","french",NA,""
"567","Z05B48","5",2,-0.646702946990732,"female","hindu","french",NA,""
"568","Z05A10","5",2,-0.646702946990732,"male","muslim","french",3,"because I will be spoke french so my friend will be very big friendship"
"569","Z05A19","5",2,0.353297053009268,"male","muslim","french",5,"because I have time playing to me french"
"570","Z05A19","5",2,0.353297053009268,"male","muslim","french",NA,""
"571","Z05A48","5",2,0.353297053009268,"female","muslim","french",3,"because his/her ancestors spoke French but not my ancestors spole French so I can speak French or I can't speak French"
"572","Z05A49","5",2,-0.746702946990732,"female","hindu","french",3,"because we're early not at all french"
"573","Z05B16","5",2,0.353297053009268,"male","muslim","french",NA,""
"574","Z05B47","5",2,-0.646702946990732,"female","hindu","french",NA,""
"575","Z05A51","5",2,0.353297053009268,"female","hindu","french",NA,""
"576","Z05A09","5",2,0.353297053009268,"male","muslim","french",5,"because if we take training daily it was strongly agree"
"577","Z05B04","5",2,-0.646702946990732,"male","hindu","french",NA,""
"578","Z05B50","5",2,-0.846702946990732,"female","muslim","french",NA,""
"579","Z05A04","5",2,-0.646702946990732,"male","hindu","french",3,"because we will be a friend and speak french with him"
"580","Z05A43","5",2,-0.646702946990732,"female","hindu","french",3,"because as I am indian I can speak it properly"
"581","Z05A03","5",2,-0.646702946990732,"male","hindu","ancestors",4,"because of their mother tongue"
"582","Z05A4X","5",2,-0.646702946990732,"female","hindu","ancestors",3,"because I neither agree nor disagree the language I learn it properly"
"583","Z05C07","5",2,0.353297053009268,"male","muslim","ancestors",1,"because are all speak gujarati"
"584","Z07B42","7",3,1.35329705300927,"female","muslim","ancestors",3,"because I know it is easier language so I think It is somewhat agree"
"585","Z05A08","5",2,-0.646702946990732,"male","hindu","ancestors",5,"because we are lucky that we can speak other language that others don't speak"
"586","Z05A33","5",2,-0.846702946990732,"male","muslim","ancestors",3,"because my grandfather father learn but very early time so I born very time last so we would learn 50% language"
"587","Z05A53","5",2,0.353297053009268,"female","muslim","ancestors",1,"because we can try this language again"
"588","Z05C51","5",2,-0.646702946990732,"female","muslim","ancestors",2,"because they don't know what they speak so that I choose somewhat disagree"
"589","Z05A57","5",2,-0.646702946990732,"female","hindu","ancestors",4,"if we learn it with kindness so we can learn anything and language too"
"590","Z05A07","5",2,0.353297053009268,"male","hindu","ancestors",4,"because now we speak other languages and when we speak our ancestor's language it will be tough for us to speak"
"591","Z05A56","5",2,-0.646702946990732,"female","hindu","ancestors",2,"because some person that know that langauge we can study from them"
"592","Z05C03","5",2,-0.646702946990732,"male","hindu","ancestors",1,"because language was spoken by our ancestors not be our self so I strongly disagree"
"593","Z05A60","5",2,-0.646702946990732,"female","hindu","ancestors",4,"because we have to learn different langauges and if anyone can ask you know all languages we can tell yes"
"594","Z05A03","5",2,-0.646702946990732,"male","hindu","indian",3,"because he is living in our country"
"595","Z05A4X","5",2,-0.646702946990732,"female","hindu","indian",3,"because the one people who not live in India because the one people learn the language properly"
"596","Z05C07","5",2,0.353297053009268,"male","muslim","indian",5,"because is from india"
"597","Z07B42","7",3,1.35329705300927,"female","muslim","indian",3,"because it is neither agree nor disagree"
"598","Z05A08","5",2,-0.646702946990732,"male","hindu","indian",4,"because he born in india but he start  in other country so he learn language like 75%"
"599","Z05A33","5",2,-0.846702946990732,"male","muslim","indian",5,"because the first boy who is above the india it is easier to learn this language and who is from other country so that he would be hard to learn this language"
"600","Z05A53","5",2,0.353297053009268,"female","muslim","indian",5,"because hindi languages is easy"
"601","Z05C51","5",2,-0.646702946990732,"female","muslim","indian",5,"because one person is from india so he has learn language so it get easy to speak"
"602","Z05A57","5",2,-0.646702946990732,"female","hindu","indian",5,"the person who is from india for him learning indian language will more easier to learn because he is from india and lived there more days"
"603","Z05A07","5",2,0.353297053009268,"male","hindu","indian",5,"because it is from india so it will be easier because he is born in india"
"604","Z05A56","5",2,-0.646702946990732,"female","hindu","indian",5,"because one person from india will easy to teach another person"
"605","Z05C03","5",2,-0.646702946990732,"male","hindu","indian",5,"yes, because he's from india so he have listend this languages before also so he can learn language easily"
"606","Z05A60","5",2,-0.646702946990732,"female","hindu","indian",3,"because the person from india will easily know as he is from india and another is from out of india"
"607","Z05A03","5",2,-0.646702946990732,"male","hindu","french",4,"because his ancestors spoke french"
"608","Z05A4X","5",2,-0.646702946990732,"female","hindu","french",2,"my family members do not talk french but I learn french it properly"
"609","Z05C07","5",2,0.353297053009268,"male","muslim","french",1,"because my ancestors don't speak french"
"610","Z07B42","7",3,1.35329705300927,"female","muslim","french",2,"because I do not know it is harder or easier"
"611","Z05A08","5",2,-0.646702946990732,"male","hindu","french",5,"because we learn french at the same time so I will also speak french as well"
"612","Z05A33","5",2,-0.846702946990732,"male","muslim","french",3,"because I and my friend could learn 50% french because my friend and I could learn half french language"
"613","Z05A53","5",2,0.353297053009268,"female","muslim","french",3,"because french is neither so hard"
"614","Z05C51","5",2,-0.646702946990732,"female","muslim","french",4,"because the other person's ancestor was speaking french so I said that he mean know the french"
"615","Z05A57","5",2,-0.646702946990732,"female","hindu","french",3,"if we do hard work for learning french, so we will get to learn french"
"616","Z05A07","5",2,0.353297053009268,"male","hindu","french",3,"because his ancestors spoke french but he could not speak because he will learn new language"
"617","Z05A56","5",2,-0.646702946990732,"female","hindu","french",5,"because other person will know very much that language then I also know very much"
"618","Z05C03","5",2,-0.646702946990732,"male","hindu","french",5,"because if I try to learn French seriously then I can learn"
"619","Z05A60","5",2,-0.646702946990732,"female","hindu","french",4,"because he know some french then he can teach me some french"
"620","Z05A03","5",2,-0.646702946990732,"male","hindu","tell_a_lot",4,"we can learn their language"
"621","Z05A4X","5",2,-0.646702946990732,"female","hindu","tell_a_lot",1,"I because I do not like to speak other language as other speak"
"622","Z05C07","5",2,0.353297053009268,"male","muslim","tell_a_lot",1,"because those people is from different country"
"623","Z07B42","7",3,1.35329705300927,"female","muslim","tell_a_lot",2,"I know that marathi people but not bengali"
"624","Z05A08","5",2,-0.646702946990732,"male","hindu","tell_a_lot",4,"yes because I hear that language and I translate in hindi"
"625","Z05A33","5",2,-0.846702946990732,"male","muslim","tell_a_lot",5,"because my friend start learning the language so I could learn the language from my friend"
"626","Z05A53","5",2,0.353297053009268,"female","muslim","tell_a_lot",5,"because it is good language"
"627","Z05C51","5",2,-0.646702946990732,"female","muslim","tell_a_lot",4,"because if person says hindi so I can identify that he Is from gujarat what he eats"
"628","Z05A57","5",2,-0.646702946990732,"female","hindu","tell_a_lot",4,"we can ask him to introduce herself"
"629","Z05A07","5",2,0.353297053009268,"male","hindu","tell_a_lot",2,"because it will be tough for us as we don't know which religion they are"
"630","Z05A56","5",2,-0.646702946990732,"female","hindu","tell_a_lot",5,"yes because this is right"
"631","Z05C03","5",2,-0.646702946990732,"male","hindu","tell_a_lot",4,"because I think that some words which are hard cannoy translate in my language"
"632","Z05A60","5",2,-0.646702946990732,"female","hindu","tell_a_lot",4,"because of her language if we know some thing about that language then we can easily know"
"633","Z05A03","5",2,-0.646702946990732,"male","hindu","tell_where_from",5,"by their langauge we can understand that the person is from which state"
"634","Z05A4X","5",2,-0.646702946990732,"female","hindu","tell_where_from",3,"because the people who speak other language I don't know where the people live we don't know other language"
"635","Z05C07","5",2,0.353297053009268,"male","muslim","tell_where_from",1,"because we don't know other language"
"636","Z07B42","7",3,1.35329705300927,"female","muslim","tell_where_from",2,"I do not know the some languages"
"637","Z05A08","5",2,-0.646702946990732,"male","hindu","tell_where_from",5,"yes I hear that language and tell them that you are from that place"
"638","Z05A33","5",2,-0.846702946990732,"male","muslim","tell_where_from",5,"because my friend speak french language so he ask me what language I speak so I tell french"
"639","Z05A53","5",2,0.353297053009268,"female","muslim","tell_where_from",3,"because the languages is not so hard, e.g., hindi languages is easy"
"640","Z05C51","5",2,-0.646702946990732,"female","muslim","tell_where_from",5,"because the language for e.g., that said by person an be of tamil so I can identify that he was belonging of tamil nadu"
"641","Z05A57","5",2,-0.646702946990732,"female","hindu","tell_where_from",2,"I can understand the langauge little little"
"642","Z05A07","5",2,0.353297053009268,"male","hindu","tell_where_from",4,"because if we know their language it would be easy to know where they live"
"643","Z05A56","5",2,-0.646702946990732,"female","hindu","tell_where_from",3,"because I don't know some"
"644","Z05C03","5",2,-0.646702946990732,"male","hindu","tell_where_from",1,"no, because I don't don't their language so I cannot know their language"
"645","Z05A60","5",2,-0.646702946990732,"female","hindu","tell_where_from",4,"because if we know something about that language then we can easily find her state"
"646","Z05A03","5",2,-0.646702946990732,"male","hindu","tell_education",5,"because of their speaking languages we can understand how much did they have learn"
"647","Z05A4X","5",2,-0.646702946990732,"female","hindu","tell_education",3,"because we don't know other language so don't know other languge"
"648","Z05C07","5",2,0.353297053009268,"male","muslim","tell_education",5,"because they speak fast and slow then we know that they are education "
"649","Z07B42","7",3,1.35329705300927,"female","muslim","tell_education",3,"it support to the education so I do not know that neither agree nor disagree"
"650","Z05A08","5",2,-0.646702946990732,"male","hindu","tell_education",5,"yes I will hear that language and say that the person how much education"
"651","Z05A33","5",2,-0.846702946990732,"male","muslim","tell_education",1,"because I not read more books so I do not tell the boy or girl is very much education"
"652","Z05A53","5",2,0.353297053009268,"female","muslim","tell_education",2,"because it is a easy language"
"653","Z05C51","5",2,-0.646702946990732,"female","muslim","tell_education",4,"because the language is english so his education be more"
"654","Z05A57","5",2,-0.646702946990732,"female","hindu","tell_education",4,"I can understand how much the person is educated by its language"
"655","Z05A07","5",2,0.353297053009268,"male","hindu","tell_education",5,"because they knew very well languages so they could be educated well"
"656","Z05A56","5",2,-0.646702946990732,"female","hindu","tell_education",2,"I think they can speak some education"
"657","Z05C03","5",2,-0.646702946990732,"male","hindu","tell_education",3,"no I can't know know the language as if I don't know their language so I cannot understand"
"658","Z05A60","5",2,-0.646702946990732,"female","hindu","tell_education",3,"because we can ask some question to her they he can answer if her answer is right then we an know he is educated well"
"659","Z03C51","3",1,-2.64670294699073,"female","muslim","ancestors",5,"because my ancestors speak this language"
"660","Z03C62","3",1,-2.14670294699073,"female","muslim","ancestors",2,"because it is not agree"
"661","Z03B58","3",1,-2.51229434484019,"female","muslim","ancestors",4,"because the early people don't talk"
"662","Z03C06","3",1,-2.64670294699073,"male","muslim","ancestors",4,"because the early strongly agree"
"663","Z03C09","3",1,-2.64670294699073,"male","muslim","ancestors",3,"because I don't know how to speak that language"
"664","Z03C16","3",1,-2.34670294699073,"male","hindu","ancestors",5,"because my ancestors speak it"
"665","Z03C18","3",1,-2.04670294699073,"male","hindu","ancestors",3,"because I think that I should speak and I also think that I cannot speak"
"666","Z03C60","3",1,-2.34670294699073,"female","muslim","ancestors",3,"because I have not fixed it"
"667","Z03C20","3",1,-2.24670294699073,"male","muslim","ancestors",3,"because we will not speak this language"
"668","Z03C51","3",1,-2.64670294699073,"female","muslim","indian",5,"becuase he is living in India"
"669","Z03C62","3",1,-2.14670294699073,"female","muslim","indian",5,"because he indian"
"670","Z03B58","3",1,-2.51229434484019,"female","muslim","indian",5,"because the indian people easily know how to speak the language"
"671","Z03C06","3",1,-2.64670294699073,"male","muslim","indian",5,"because the early know strongly agree"
"672","Z03C09","3",1,-2.64670294699073,"male","muslim","indian",4,"because he is indian"
"673","Z03C16","3",1,-2.34670294699073,"male","hindu","indian",5,"because it is india"
"674","Z03C18","3",1,-2.04670294699073,"male","hindu","indian",5,"because people are indian so I think that he understands easily"
"675","Z03C60","3",1,-2.34670294699073,"female","muslim","indian",5,"because it is indian"
"676","Z03C20","3",1,-2.24670294699073,"male","muslim","indian",5,"because it is indian"
"677","Z03C51","3",1,-2.64670294699073,"female","muslim","french",5,"because my ancestors speak french "
"678","Z03C62","3",1,-2.14670294699073,"female","muslim","french",2,"so we can learn it showy"
"679","Z03B58","3",1,-2.51229434484019,"female","muslim","french",2,"because my friend and I know how to speak french"
"680","Z03C06","3",1,-2.64670294699073,"male","muslim","french",2,"because the early people are not somewhat disagree"
"681","Z03C09","3",1,-2.64670294699073,"male","muslim","french",1,"because I am not from france"
"682","Z03C16","3",1,-2.34670294699073,"male","hindu","french",2,"because they like"
"683","Z03C18","3",1,-2.04670294699073,"male","hindu","french",1,"because both are indian so I think they don't speak french"
"684","Z03C60","3",1,-2.34670294699073,"female","muslim","french",5,"because we are learning"
"685","Z03C20","3",1,-2.24670294699073,"male","muslim","french",1,"because I am not french"
"686","Z03C51","3",1,-2.64670294699073,"female","muslim","tell_a_lot",3,""
"687","Z03C62","3",1,-2.14670294699073,"female","muslim","tell_a_lot",3,""
"688","Z03B58","3",1,-2.51229434484019,"female","muslim","tell_a_lot",4,""
"689","Z03C06","3",1,-2.64670294699073,"male","muslim","tell_a_lot",5,""
"690","Z03C09","3",1,-2.64670294699073,"male","muslim","tell_a_lot",4,""
"691","Z03C16","3",1,-2.34670294699073,"male","hindu","tell_a_lot",4,""
"692","Z03C18","3",1,-2.04670294699073,"male","hindu","tell_a_lot",3,""
"693","Z03C60","3",1,-2.34670294699073,"female","muslim","tell_a_lot",1,""
"694","Z03C20","3",1,-2.24670294699073,"male","muslim","tell_a_lot",1,""
"695","Z03C51","3",1,-2.64670294699073,"female","muslim","tell_where_from",2,""
"696","Z03C62","3",1,-2.14670294699073,"female","muslim","tell_where_from",5,""
"697","Z03B58","3",1,-2.51229434484019,"female","muslim","tell_where_from",3,""
"698","Z03C06","3",1,-2.64670294699073,"male","muslim","tell_where_from",4,""
"699","Z03C09","3",1,-2.64670294699073,"male","muslim","tell_where_from",5,""
"700","Z03C16","3",1,-2.34670294699073,"male","hindu","tell_where_from",3,""
"701","Z03C18","3",1,-2.04670294699073,"male","hindu","tell_where_from",5,""
"702","Z03C60","3",1,-2.34670294699073,"female","muslim","tell_where_from",1,""
"703","Z03C20","3",1,-2.24670294699073,"male","muslim","tell_where_from",5,""
"704","Z03C51","3",1,-2.64670294699073,"female","muslim","tell_education",1,""
"705","Z03C62","3",1,-2.14670294699073,"female","muslim","tell_education",4,""
"706","Z03B58","3",1,-2.51229434484019,"female","muslim","tell_education",1,""
"707","Z03C06","3",1,-2.64670294699073,"male","muslim","tell_education",5,""
"708","Z03C09","3",1,-2.64670294699073,"male","muslim","tell_education",1,""
"709","Z03C16","3",1,-2.34670294699073,"male","hindu","tell_education",4,""
"710","Z03C18","3",1,-2.04670294699073,"male","hindu","tell_education",1,""
"711","Z03C60","3",1,-2.34670294699073,"female","muslim","tell_education",5,""
"712","Z03C20","3",1,-2.24670294699073,"male","muslim","tell_education",1,""
